mode,width_mode,scenario,rep,world_seed,cluster_count,true_positive_bins,positive_fraction
full,wide,weak,63,1461237678,19,584,0.292000
full,wide,weak,64,725156237,20,515,0.257500
full,wide,weak,65,1453787244,13,331,0.165500
full,wide,weak,66,400391454,21,596,0.298000
full,wide,weak,67,1454749082,12,342,0.171000
full,wide,weak,68,1012513057,19,509,0.254500
full,wide,weak,69,1088604372,18,560,0.280000
full,wide,weak,70,1090670462,14,405,0.202500
full,wide,weak,71,143775306,11,285,0.142500
full,wide,weak,72,381189310,22,642,0.321000
full,wide,weak,73,417496486,17,445,0.222500
full,wide,weak,74,2055137335,16,435,0.217500
full,wide,weak,75,2053934368,15,365,0.182500
full,wide,weak,76,791321971,22,593,0.296500
full,wide,weak,77,1066468700,18,515,0.257500
full,wide,weak,78,1682797443,20,557,0.278500
full,wide,weak,79,2112227613,19,486,0.243000
full,wide,weak,80,1250374298,10,285,0.142500
full,wide,weak,81,277564018,18,542,0.271000
full,wide,weak,82,2000417755,14,419,0.209500
full,wide,weak,83,450889759,11,305,0.152500
full,wide,weak,84,1948216631,19,532,0.266000
full,wide,weak,85,2002061097,21,540,0.270000
full,wide,weak,86,917331509,18,497,0.248500
full,wide,weak,87,1506432776,14,413,0.206500
full,wide,weak,88,959724751,21,521,0.260500
full,wide,weak,89,1289971182,19,538,0.269000
full,wide,weak,90,722838022,20,567,0.283500
full,wide,weak,91,1909918341,14,362,0.181000
full,wide,weak,92,1935042241,10,274,0.137000
full,wide,weak,93,194807177,13,377,0.188500
full,wide,weak,94,937186999,22,632,0.316000
full,wide,weak,95,1169049817,25,629,0.314500
full,wide,weak,96,67302945,14,386,0.193000
full,wide,weak,97,1533047629,14,402,0.201000
full,wide,weak,98,87548880,21,548,0.274000
full,wide,weak,99,1797265508,15,511,0.255500
full,wide,weak,100,1490074629,13,377,0.188500
full,wide,weak,101,536191731,18,485,0.242500
full,wide,weak,102,2054076728,16,369,0.184500
full,wide,weak,103,1495226514,18,503,0.251500
full,wide,weak,104,1106570734,21,589,0.294500
full,wide,weak,105,2025381102,13,355,0.177500
full,wide,weak,106,1316673003,21,524,0.262000
full,wide,weak,107,1453581646,22,634,0.317000
full,wide,weak,108,1168901964,12,332,0.166000
full,wide,weak,109,1787024038,29,722,0.361000
full,wide,weak,110,832121553,12,316,0.158000
full,wide,weak,111,829130608,14,407,0.203500
full,wide,weak,112,866859617,21,598,0.299000
full,wide,weak,113,1311146476,20,650,0.325000
full,wide,weak,114,629120550,12,377,0.188500
full,wide,weak,115,587155684,9,255,0.127500
full,wide,weak,116,1930782642,17,470,0.235000
full,wide,weak,117,69651985,17,441,0.220500
full,wide,weak,118,215746304,16,405,0.202500
full,wide,weak,119,1757289944,16,416,0.208000
full,wide,wrong,0,905055737,13,324,0.162000
full,wide,wrong,1,122419569,24,596,0.298000
full,wide,wrong,2,1077338459,12,299,0.149500
full,wide,wrong,3,2138668290,19,467,0.233500
full,wide,wrong,4,1111003642,24,591,0.295500
full,wide,wrong,5,1415303258,16,448,0.224000
full,wide,wrong,6,2001054169,21,664,0.332000
full,wide,wrong,7,1038176907,15,383,0.191500
full,wide,wrong,8,791624959,15,441,0.220500
full,wide,wrong,9,733926597,16,483,0.241500
full,wide,wrong,10,2082286167,21,551,0.275500
full,wide,wrong,11,1138848815,17,497,0.248500
full,wide,wrong,12,1616320702,19,468,0.234000
full,wide,wrong,13,1509786196,11,347,0.173500
full,wide,wrong,14,664926264,20,472,0.236000
full,wide,wrong,15,1519306465,16,417,0.208500
full,wide,wrong,16,584679385,21,524,0.262000
full,wide,wrong,17,1445112518,19,504,0.252000
full,wide,wrong,18,1116154954,13,419,0.209500
full,wide,wrong,19,1199271369,20,570,0.285000
full,wide,wrong,20,736931019,20,550,0.275000
full,wide,wrong,21,1429606514,17,474,0.237000
full,wide,wrong,22,238515131,19,487,0.243500
full,wide,wrong,23,1965757669,20,537,0.268500
full,wide,wrong,24,944671633,13,443,0.221500
full,wide,wrong,25,1098552232,16,454,0.227000
full,wide,wrong,26,1106031256,17,460,0.230000
full,wide,wrong,27,327946143,24,700,0.350000
full,wide,wrong,28,1505327817,17,469,0.234500
full,wide,wrong,29,19333430,22,534,0.267000
full,wide,wrong,30,751241233,12,369,0.184500
full,wide,wrong,31,237733056,22,556,0.278000
full,wide,wrong,32,1939716784,19,495,0.247500
full,wide,wrong,33,2057182829,26,677,0.338500
full,wide,wrong,34,1143435298,24,613,0.306500
full,wide,wrong,35,1935782094,27,712,0.356000
full,wide,wrong,36,1133679432,25,612,0.306000
full,wide,wrong,37,2082393109,14,374,0.187000
full,wide,wrong,38,1670147993,13,339,0.169500
full,wide,wrong,39,1327530430,15,480,0.240000
full,wide,wrong,40,1896449530,17,389,0.194500
full,wide,wrong,41,1007927674,17,527,0.263500
full,wide,wrong,42,1205566898,17,438,0.219000
full,wide,wrong,43,1997930921,20,505,0.252500
full,wide,wrong,44,2142255499,22,665,0.332500
full,wide,wrong,45,1547792871,24,599,0.299500
full,wide,wrong,46,1398245262,18,532,0.266000
full,wide,wrong,47,1264823209,20,561,0.280500
full,wide,wrong,48,756246444,15,424,0.212000
full,wide,wrong,49,901801463,22,603,0.301500
full,wide,wrong,50,1313245168,20,529,0.264500
full,wide,wrong,51,511537803,16,418,0.209000
full,wide,wrong,52,861880658,18,490,0.245000
full,wide,wrong,53,2040785276,16,451,0.225500
full,wide,wrong,54,445357459,19,438,0.219000
full,wide,wrong,55,653299034,20,646,0.323000
full,wide,wrong,56,855726934,22,658,0.329000
full,wide,wrong,57,1721232114,16,509,0.254500
full,wide,wrong,58,1605645700,19,513,0.256500
full,wide,wrong,59,1141045151,19,544,0.272000
full,wide,wrong,60,2118991669,21,560,0.280000
full,wide,wrong,61,612128348,14,298,0.149000
full,wide,wrong,62,999274382,17,488,0.244000
full,wide,wrong,63,1765905665,12,345,0.172500
full,wide,wrong,64,720128076,13,327,0.163500
full,wide,wrong,65,1230995735,14,408,0.204000
full,wide,wrong,66,164666304,21,553,0.276500
full,wide,wrong,67,1446318245,15,392,0.196000
full,wide,wrong,68,32057537,6,158,0.079000
full,wide,wrong,69,1148146015,11,307,0.153500
full,wide,wrong,70,238610443,22,586,0.293000
full,wide,wrong,71,1138525898,24,540,0.270000
full,wide,wrong,72,1895033870,22,598,0.299000
full,wide,wrong,73,138084082,20,490,0.245000
full,wide,wrong,74,1170985627,24,620,0.310000
full,wide,wrong,75,1699892385,16,480,0.240000
full,wide,wrong,76,1735244713,25,529,0.264500
full,wide,wrong,77,2132463090,22,578,0.289000
full,wide,wrong,78,153646360,18,549,0.274500
full,wide,wrong,79,951058637,14,409,0.204500
full,wide,wrong,80,1100312987,21,606,0.303000
full,wide,wrong,81,707659789,23,636,0.318000
full,wide,wrong,82,960710829,20,520,0.260000
full,wide,wrong,83,1443436793,28,723,0.361500
full,wide,wrong,84,1911241715,15,383,0.191500
full,wide,wrong,85,25425216,19,489,0.244500
full,wide,wrong,86,65694917,11,332,0.166000
full,wide,wrong,87,1723012955,22,568,0.284000
full,wide,wrong,88,579352394,20,560,0.280000
full,wide,wrong,89,194711891,12,344,0.172000
full,wide,wrong,90,1601624766,24,590,0.295000
full,wide,wrong,91,1090241448,19,534,0.267000
full,wide,wrong,92,396813899,15,457,0.228500
full,wide,wrong,93,498275691,18,442,0.221000
full,wide,wrong,94,2016768135,21,542,0.271000
full,wide,wrong,95,188047862,20,497,0.248500
full,wide,wrong,96,2022626821,20,533,0.266500
full,wide,wrong,97,212296716,21,596,0.298000
full,wide,wrong,98,1605509352,17,470,0.235000
full,wide,wrong,99,1207155186,17,491,0.245500
full,wide,wrong,100,1432354864,16,438,0.219000
full,wide,wrong,101,537882293,18,520,0.260000
full,wide,wrong,102,658317082,18,502,0.251000
full,wide,wrong,103,1539754523,17,484,0.242000
full,wide,wrong,104,36487465,15,402,0.201000
full,wide,wrong,105,23557273,21,586,0.293000
full,wide,wrong,106,1869239660,15,470,0.235000
full,wide,wrong,107,946208055,14,378,0.189000
full,wide,wrong,108,823571256,16,474,0.237000
full,wide,wrong,109,315678850,20,549,0.274500
full,wide,wrong,110,1148759072,14,462,0.231000
full,wide,wrong,111,630419267,15,455,0.227500
full,wide,wrong,112,1190493409,14,413,0.206500
full,wide,wrong,113,893254652,32,817,0.408500
full,wide,wrong,114,919689454,24,639,0.319500
full,wide,wrong,115,1233767718,13,423,0.211500
full,wide,wrong,116,1052078987,21,536,0.268000
full,wide,wrong,117,1766531271,12,354,0.177000
full,wide,wrong,118,978127718,22,523,0.261500
full,wide,wrong,119,840081109,19,468,0.234000
full,wide,none,0,1036831737,24,648,0.324000
full,wide,none,1,416139014,15,447,0.223500
full,wide,none,2,2037648263,22,652,0.326000
full,wide,none,3,821930319,16,499,0.249500
full,wide,none,4,703128258,21,584,0.292000
full,wide,none,5,1407104668,18,495,0.247500
full,wide,none,6,1662354090,15,440,0.220000
full,wide,none,7,1179914111,15,409,0.204500
full,wide,none,8,2138776760,19,561,0.280500
full,wide,none,9,2034725207,22,590,0.295000
full,wide,none,10,947081582,23,627,0.313500
full,wide,none,11,196308531,20,525,0.262500
full,wide,none,12,263432935,25,593,0.296500
full,wide,none,13,2022809102,22,635,0.317500
full,wide,none,14,1628070740,12,386,0.193000
full,wide,none,15,447113676,25,709,0.354500
full,wide,none,16,796594139,21,528,0.264000
full,wide,none,17,181619011,18,513,0.256500
full,wide,none,18,658664743,21,519,0.259500
full,wide,none,19,1056921576,12,375,0.187500
full,wide,none,20,367406442,24,657,0.328500
full,wide,none,21,1095425110,15,338,0.169000
full,wide,none,22,700513720,18,473,0.236500
full,wide,none,23,2006757158,24,631,0.315500
full,wide,none,24,1278657114,20,628,0.314000
full,wide,none,25,608543930,25,615,0.307500
full,wide,none,26,395722373,23,604,0.302000
full,wide,none,27,919785710,16,402,0.201000
full,wide,none,28,1529218240,24,629,0.314500
full,wide,none,29,79458682,23,566,0.283000
full,wide,none,30,414741021,12,367,0.183500
full,wide,none,31,1225596593,22,661,0.330500
full,wide,none,32,186579838,19,531,0.265500
full,wide,none,33,1540035720,13,418,0.209000
full,wide,none,34,1660706133,21,487,0.243500
full,wide,none,35,1153654154,23,591,0.295500
full,wide,none,36,427547985,16,478,0.239000
full,wide,none,37,1367279893,24,573,0.286500
full,wide,none,38,1769660670,12,399,0.199500
full,wide,none,39,225247413,14,376,0.188000
full,wide,none,40,1135384305,16,443,0.221500
full,wide,none,41,2084919703,15,391,0.195500
full,wide,none,42,578311282,18,566,0.283000
full,wide,none,43,1045900550,20,578,0.289000
full,wide,none,44,1931251276,19,547,0.273500
full,wide,none,45,1688748491,9,231,0.115500
full,wide,none,46,879917181,25,681,0.340500
full,wide,none,47,1254681350,18,477,0.238500
full,wide,none,48,1072946223,22,579,0.289500
full,wide,none,49,1953283239,12,323,0.161500
full,wide,none,50,1181781276,16,461,0.230500
full,wide,none,51,820161429,22,478,0.239000
full,wide,none,52,576052341,10,344,0.172000
full,wide,none,53,642320235,20,542,0.271000
full,wide,none,54,742721077,13,353,0.176500
full,wide,none,55,2041874417,19,597,0.298500
full,wide,none,56,997358183,26,659,0.329500
full,wide,none,57,96204060,14,403,0.201500
full,wide,none,58,1630559400,11,298,0.149000
full,wide,none,59,1772877148,18,590,0.295000
full,wide,none,60,1507564842,14,373,0.186500
full,wide,none,61,518282699,12,328,0.164000
full,wide,none,62,1471985611,21,543,0.271500
full,wide,none,63,833048035,18,502,0.251000
full,wide,none,64,900133302,18,504,0.252000
full,wide,none,65,1240939373,12,327,0.163500
full,wide,none,66,836394046,18,472,0.236000
full,wide,none,67,76022463,25,651,0.325500
full,wide,none,68,1725365318,24,673,0.336500
full,wide,none,69,598125143,11,329,0.164500
full,wide,none,70,1352547172,16,503,0.251500
full,wide,none,71,1978488669,21,591,0.295500
full,wide,none,72,1682436716,20,522,0.261000
full,wide,none,73,70376732,21,427,0.213500
full,wide,none,74,260123620,21,525,0.262500
full,wide,none,75,763500759,19,604,0.302000
full,wide,none,76,247771348,14,414,0.207000
full,wide,none,77,173243254,19,510,0.255000
full,wide,none,78,1122878246,21,625,0.312500
full,wide,none,79,656369220,14,364,0.182000
full,wide,none,80,574198188,14,430,0.215000
full,wide,none,81,2130030400,23,628,0.314000
full,wide,none,82,337911501,13,360,0.180000
full,wide,none,83,34111632,20,509,0.254500
full,wide,none,84,1607664816,18,520,0.260000
full,wide,none,85,1810983797,17,473,0.236500
full,wide,none,86,813759567,16,506,0.253000
full,wide,none,87,419019617,12,344,0.172000
full,wide,none,88,2103191041,19,500,0.250000
full,wide,none,89,427732711,19,511,0.255500
full,wide,none,90,7824546,20,555,0.277500
full,wide,none,91,1122872096,12,387,0.193500
full,wide,none,92,315184191,24,604,0.302000
full,wide,none,93,998190808,18,474,0.237000
full,wide,none,94,1906448381,17,501,0.250500
full,wide,none,95,374988248,22,507,0.253500
full,wide,none,96,947387143,21,542,0.271000
full,wide,none,97,1067442211,17,370,0.185000
full,wide,none,98,1982611591,16,437,0.218500
full,wide,none,99,1328929452,15,500,0.250000
full,wide,none,100,1515641741,28,714,0.357000
full,wide,none,101,1180481049,14,405,0.202500
full,wide,none,102,1781025218,20,615,0.307500
full,wide,none,103,629103560,19,562,0.281000
full,wide,none,104,1083266594,19,553,0.276500
full,wide,none,105,1263345810,19,546,0.273000
full,wide,none,106,1230529415,22,530,0.265000
full,wide,none,107,686851382,17,460,0.230000
full,wide,none,108,338889175,21,534,0.267000
full,wide,none,109,1309256873,17,501,0.250500
full,wide,none,110,1684938255,18,506,0.253000
full,wide,none,111,2030721011,18,481,0.240500
full,wide,none,112,344045232,26,689,0.344500
full,wide,none,113,1941507648,20,552,0.276000
full,wide,none,114,466809516,19,482,0.241000
full,wide,none,115,1099366311,15,403,0.201500
full,wide,none,116,739686308,20,524,0.262000
full,wide,none,117,1219440947,19,530,0.265000
full,wide,none,118,1105023647,15,408,0.204000
full,wide,none,119,1335421438,18,531,0.265500
